id,bleu,nextSentence,shortSafe,internalRepetition,partnerRepetition,externalRepetition,responseType,evalScore
769,0.12466666666666668,0.8281533785555557,9.0,0.1444444444444445,0.0,0.0,1,2
775,0.12816666666666668,0.6210237095000001,6.0,0.16666666666666666,0.11666666666666665,0.21666666666666667,1,1
776,0.321,0.7127339201428572,7.0,0.08571428571428572,0.24285714285714285,0.1142857142857143,1,2
777,0.12410000000000002,0.6002417519999999,9.0,0.07,0.12,0.04,1,5
778,0.25733333333333336,0.5715820106666667,6.0,0.11666666666666665,0.11666666666666665,0.09999999999999999,1,2
779,0.2773333333333334,0.9252112706666668,3.0,0.09999999999999999,0.09999999999999999,0.09999999999999999,1,2
780,0.16483333333333336,0.8303406883333334,6.0,0.13333333333333333,0.049999999999999996,0.03333333333333333,4,2
781,0.04616666666666667,0.22036606133333336,6.0,0.25,0.0,0.0,1,1
782,0.18500000000000003,0.515772588625,8.0,0.0125,0.0125,0.0125,1,1
783,0.12157575757575756,0.5627005252575756,66.0,0.0803030303030303,0.01363636363636364,0.004545454545454546,1,3
784,0.14214285714285715,0.8404235134285715,14.0,0.021428571428571432,0.014285714285714287,0.0071428571428571435,1,5
786,0.10509090909090911,0.6493970543636363,10.0,0.12727272727272726,0.0,0.0,1,3
800,0.07485714285714286,0.6273568004285713,13.0,0.1,0.021428571428571432,0.0071428571428571435,1,2
802,0.0,0.010296723,1.0,0.0,0.0,0.0,4,1
804,0.0364,0.4054100647,10.0,0.04,0.0,0.0,1,5
805,0.09818181818181819,0.5706273875454546,11.0,0.10909090909090911,0.018181818181818184,0.0,3,1
806,0.1042,0.5569454189,10.0,0.1,0.04,0.05,2,2
807,0.20939999999999998,0.7448580295999999,5.0,0.0,0.12000000000000002,0.06000000000000001,4,1
809,0.126,0.7223117542857143,7.0,0.1,0.028571428571428574,0.014285714285714287,1,2
812,0.16611111111111113,0.3737411322222222,8.0,0.1888888888888889,0.13333333333333333,0.06666666666666667,1,1
813,0.14244444444444446,0.6915414333333333,9.0,0.14444444444444446,0.05555555555555555,0.03333333333333333,1,1
814,0.09525,0.4612170885,4.0,0.1,0.0,0.0,1,2
815,0.15033333333333332,0.28544997788888893,9.0,0.0,0.03333333333333333,0.1111111111111111,2,1
816,0.11961538461538461,0.7026520027692308,13.0,0.07692307692307693,0.015384615384615385,0.007692307692307693,1,2
818,0.1536,0.49547167280000004,10.0,0.04,0.04,0.06,5,2
819,0.3272857142857143,0.7269382179999999,7.0,0.014285714285714287,0.2571428571428572,0.05714285714285715,1,5
820,0.0685,0.40377292908333334,11.0,0.041666666666666664,0.0,0.0,1,1
821,0.12469999999999999,0.5345057642999999,10.0,0.14,0.06999999999999999,0.01,1,2
822,0.171,0.6569026966666667,9.0,0.07777777777777778,0.044444444444444446,0.022222222222222223,1,2
825,0.06642857142857142,0.32979953685714286,14.0,0.09285714285714287,0.02142857142857143,0.014285714285714287,1,1
826,0.08460000000000001,0.5064647557999999,10.0,0.15000000000000005,0.01,0.01,1,2
828,0.1322,0.5218928196,10.0,0.09,0.1,0.12,1,2
830,0.16185714285714287,0.29719636971428576,7.0,0.2285714285714286,0.0,0.0,1,2
831,0.0386,0.29684866220000006,5.0,0.02,0.0,0.0,10,1
832,0.03975,0.21689197875,4.0,0.07500000000000001,0.0,0.05,8,1
833,0.0,0.19990629785714287,7.0,0.014285714285714287,0.0,0.0,7,5
835,0.07366666666666667,0.023726366666666665,3.0,0.0,0.0,0.0,4,1
838,0.04476923076923077,0.8660225307692309,13.0,0.13076923076923078,0.0,0.0,1,5
840,0.0,0.100761518,1.0,0.1,0.0,0.0,5,1
842,0.0,0.198193133,1.0,0.0,0.0,0.0,9,1
843,0.09314285714285712,0.7359721225714285,7.0,0.08571428571428573,0.0,0.0,1,5
844,0.057624999999999996,0.5234334225,8.0,0.075,0.0,0.0,5,1
845,0.07025,0.5623585419999999,8.0,0.175,0.0125,0.0,1,1
847,0.052142857142857144,0.372451036,7.0,0.19999999999999998,0.0,0.0,1,1
848,0.0,0.598440707,2.0,0.0,0.0,0.0,9,1
853,0.07946153846153847,0.33253744076923086,13.0,0.1692307692307692,0.02307692307692308,0.23846153846153845,4,1
856,0.14300000000000002,0.6324712793333334,6.0,0.049999999999999996,0.0,0.0,1,5
861,0.11579999999999999,0.2496745318,5.0,0.26,0.13999999999999999,0.04,1,1
862,0.13225,0.62756518625,4.0,0.0,0.0,0.0,2,1
863,0.16240000000000002,0.3119140984,5.0,0.02,0.04,0.08,1,1
865,0.19045454545454543,0.7015188368181817,10.0,0.03636363636363637,0.18181818181818182,0.03636363636363637,1,4
867,0.03671428571428571,0.2969643284285714,6.0,0.0,0.0,0.0,1,1
868,0.09975,0.5030821105,4.0,0.07500000000000001,0.0,0.0,2,5
870,0.18175,0.62919005925,4.0,0.05,0.0,0.0,5,1
871,0.05128571428571428,0.396705164,6.0,0.0,0.0,0.0,1,2
873,0.0,0.1837112472,5.0,0.3,0.0,0.0,1,1
875,0.10450000000000001,0.3591518205,9.0,0.15,0.04,0.030000000000000006,1,1
876,0.03157142857142857,0.1917647824285714,7.0,0.028571428571428574,0.0,0.014285714285714287,2,2
877,0.0,0.6031215565999999,5.0,0.0,0.0,0.0,5,1
888,0.090375,0.790919731875,8.0,0.11249999999999999,0.0,0.0,7,3
890,0.18422222222222223,0.8554512444444442,9.0,0.13333333333333333,0.03333333333333333,0.011111111111111112,1,5
891,0.03216666666666667,0.4293553968333334,6.0,0.016666666666666666,0.0,0.0,2,5
892,0.24314285714285716,0.9774211647142858,7.0,0.0,0.14285714285714285,0.22857142857142862,1,5
898,0.08513333333333332,0.6244133037999998,13.0,0.02666666666666667,0.0,0.006666666666666667,1,5
899,0.0,0.7425315142000001,4.0,0.12,0.0,0.0,1,1
900,0.352,0.91182822,4.0,0.05,0.325,0.275,1,1
901,0.08399999999999999,0.47940531175,4.0,0.05,0.0,0.0,8,1
902,0.25,0.6412365345,4.0,0.05,0.25,0.2,5,1
904,0.1436666666666667,0.5643694358888888,16.0,0.03333333333333333,0.011111111111111112,0.0,1,2
906,0.4766666666666666,0.8806361956666667,3.0,0.03333333333333333,0.3666666666666667,0.3,8,1
908,0.16699999999999998,0.494863176,4.0,0.05,0.1,0.125,1,2
909,0.050333333333333334,0.3018901915,5.0,0.03333333333333333,0.0,0.0,1,2
910,0.19,0.2935142,7.0,0.028571428571428574,0.05714285714285715,0.08571428571428572,1,3
912,0.0,0.032204688,4.0,0.175,0.0,0.0,1,1
915,0.0,0.9714607,1.0,0.2,0.0,0.0,2,3
916,0.10354545454545455,0.3957475822727272,10.0,0.2,0.06363636363636363,0.018181818181818184,1,1
918,0.10891176470588235,0.636653540117647,31.0,0.026470588235294117,0.026470588235294117,0.0029411764705882353,1,5
919,0.1795,0.6519030779999999,2.0,0.0,0.0,0.0,1,1
921,0.03509090909090909,0.28142494527272727,10.0,0.03636363636363637,0.0,0.0,1,2
922,0.07675,0.5186504270000001,6.0,0.0125,0.0,0.0,1,2
924,0.1605,0.8066929988333333,6.0,0.09999999999999999,0.0,0.0,1,2
925,0.1442,0.6139579794,4.0,0.02,0.04,0.02,1,2
927,0.1072,0.4983744706,15.0,0.04000000000000001,0.006666666666666667,0.0,1,5
928,0.28559999999999997,0.785155312,10.0,0.05,0.2,0.05,1,5
929,0.07930000000000001,0.4981613705,9.0,0.030000000000000006,0.05,0.02,1,2
930,0.0,0.408933208,5.0,0.02,0.0,0.0,4,5
931,0.1232,0.743553248,5.0,0.08,0.0,0.15999999999999998,1,2
933,0.0,0.815435052,1.0,0.5,0.0,0.0,1,2
934,0.16685714285714284,0.722772851,7.0,0.028571428571428574,0.04285714285714286,0.014285714285714287,1,2
935,0.4363333333333333,0.9978335696666667,3.0,0.0,0.3333333333333333,0.20000000000000004,5,1
936,0.19533333333333333,0.8773697911666667,6.0,0.06666666666666667,0.049999999999999996,0.08333333333333333,1,5
937,0.435,0.922653437,1.0,0.2,0.1,0.1,1,1
938,0.14928571428571427,0.7800697471428572,7.0,0.21428571428571427,0.0,0.0,0,3
939,0.11825,0.6754148619999999,4.0,0.30000000000000004,0.0,0.0,4,4
940,0.1743,0.5004532412,10.0,0.02,0.02,0.02,1,4
941,0.149,0.5515051408571429,7.0,0.0,0.0,0.014285714285714287,2,4
942,0.27965000000000007,0.6607481293999999,20.0,0.06000000000000001,0.155,0.045,3,2
943,0.11944444444444444,0.52305789,9.0,0.07777777777777778,0.022222222222222223,0.022222222222222223,1,3
946,0.25885714285714284,0.7343093527142858,14.0,0.028571428571428574,0.13571428571428573,0.07857142857142856,1,3
948,0.06981250000000001,0.3734023063125,15.0,0.15,0.0,0.018750000000000003,1,1
949,0.15913333333333332,0.8820393636000001,15.0,0.020000000000000004,0.04666666666666666,0.020000000000000004,1,5
950,0.17592307692307688,0.556738288576923,26.0,0.05384615384615385,0.09615384615384616,0.01153846153846154,1,3
953,0.0915,0.9961906075,2.0,0.15,0.0,0.0,1,2
957,0.10571428571428572,0.4526965215714286,7.0,0.07142857142857142,0.07142857142857142,0.028571428571428574,1,3
959,0.14975,0.77657647625,4.0,0.1,0.0,0.0,1,2
964,0.0763,0.9658545076000001,10.0,0.05,0.0,0.0,1,5
966,0.14136363636363636,0.9748453281818182,11.0,0.15454545454545457,0.018181818181818184,0.0,1,2
968,0.1794375,0.7268494399375,16.0,0.0125,0.025,0.0125,1,5
970,0.3045,0.821647536125,8.0,0.025,0.175,0.09999999999999999,2,2
971,0.04825,0.65154943725,4.0,0.0,0.0,0.0,1,5
974,0.13279999999999997,0.45636610099999997,5.0,0.13999999999999999,0.04,0.04,1,5
981,0.15491666666666667,0.8014524060833335,12.0,0.08333333333333333,0.10833333333333334,0.0,2,2
982,0.083,0.831255287,2.0,0.4,0.0,0.0,1,3
983,0.08083333333333333,0.6687667661666666,6.0,0.05000000000000001,0.0,0.0,2,4
984,0.19414285714285714,0.5748810601428572,7.0,0.05714285714285715,0.14285714285714285,0.014285714285714287,1,4
985,0.1285,0.6345099859000001,10.0,0.01,0.0,0.01,2,1
986,0.1265,0.5261646623999998,9.0,0.06999999999999999,0.03,0.01,4,2
987,0.2826923076923077,0.7525502522307692,13.0,0.06923076923076922,0.1846153846153846,0.0923076923076923,1,5
988,0.0,0.784841627,1.0,0.0,0.0,0.0,1,2
989,0.200375,0.8696335292499999,8.0,0.1375,0.025,0.0125,1,5
990,0.083,0.9208184479999999,2.0,0.0,0.0,0.1,1,1
991,0.1668333333333333,0.8107887593333332,6.0,0.03333333333333333,0.13333333333333333,0.05000000000000001,1,3
992,0.09599999999999999,0.33684459733333333,3.0,0.4000000000000001,0.0,0.0,1,1
993,0.5583333333333333,0.9955353936666667,3.0,0.03333333333333333,0.3666666666666667,0.06666666666666667,1,1
994,0.1262727272727273,0.8773093303636362,11.0,0.2,0.018181818181818184,0.0,1,2
995,0.14783333333333334,0.9677309193333334,6.0,0.11666666666666665,0.0,0.016666666666666666,5,1
996,0.25333333333333335,0.9583696723333333,3.0,0.3,0.06666666666666667,0.10000000000000002,1,1
997,0.2295,0.9654607376666666,6.0,0.13333333333333333,0.05000000000000001,0.03333333333333333,3,3
998,0.2357142857142857,0.5835856024285715,6.0,0.028571428571428574,0.12857142857142856,0.11428571428571428,8,1
999,0.14970588235294116,0.8021580915882355,17.0,0.11176470588235295,0.05294117647058823,0.023529411764705882,1,5
1000,0.29033333333333333,0.7994764409999999,6.0,0.03333333333333333,0.11666666666666665,0.05000000000000001,1,4
1001,0.13187500000000002,0.605758849625,8.0,0.175,0.037500000000000006,0.025,1,1
1002,0.1383,0.5536511777,8.0,0.18,0.12,0.09,1,1
1003,0.0,0.136925742,0.0,0.0,0.0,0.0,1,1
1004,0.1445,0.6445891421666666,6.0,0.15,0.03333333333333333,0.016666666666666666,1,1
1005,0.07711111111111112,0.5462880800000001,9.0,0.044444444444444446,0.0,0.0,1,4
1006,0.33314285714285713,0.9213182021428571,14.0,0.0642857142857143,0.19285714285714287,0.07142857142857142,1,5
1007,0.17514285714285713,0.6755788772857143,7.0,0.042857142857142864,0.12857142857142856,0.042857142857142864,2,4
1008,0.6099090909090908,0.9960529316363637,11.0,0.03636363636363637,0.5545454545454546,0.10909090909090909,1,3
1009,0.1372,0.6967987913999999,12.0,0.03333333333333333,0.04666666666666666,0.05999999999999999,1,5
1010,0.08360000000000001,0.9209932448,5.0,0.08,0.02,0.04,1,1
1011,0.1351111111111111,0.5508115872222222,9.0,0.09999999999999999,0.0,0.0,1,3
1012,0.16866666666666666,0.7241792916666666,15.0,0.03333333333333333,0.11333333333333333,0.03333333333333333,1,2
1013,0.10714285714285714,0.6027102577142857,7.0,0.014285714285714287,0.014285714285714287,0.014285714285714287,1,5
1014,0.2761111111111111,0.8660282326666667,9.0,0.2111111111111111,0.21111111111111114,0.15555555555555556,1,3
1015,0.10966666666666665,0.6572003550000001,6.0,0.016666666666666666,0.049999999999999996,0.05000000000000001,1,1
1016,0.12077777777777778,0.4875062846666667,9.0,0.022222222222222223,0.0,0.0,2,2
1017,0.1862857142857143,0.8237643582857143,7.0,0.05714285714285715,0.042857142857142864,0.014285714285714287,1,4
1018,0.09723529411764706,0.4644768549411765,14.0,0.20588235294117646,0.029411764705882353,0.03529411764705882,1,1
1019,0.04725,0.59357015225,8.0,0.18750000000000003,0.0,0.075,1,2
1020,0.16977777777777778,0.42329024833333334,9.0,0.05555555555555555,0.03333333333333334,0.03333333333333334,1,2
1021,0.09055555555555556,0.7120523453333333,9.0,0.03333333333333334,0.0,0.0,1,5
1022,0.13625,0.935467973375,7.0,0.1375,0.0,0.0125,1,2
1023,0.1938461538461538,0.765854423923077,13.0,0.05384615384615384,0.09999999999999999,0.03076923076923077,1,5
1024,0.323,0.7163906275,8.0,0.1125,0.15,0.11249999999999999,1,2
1025,0.0738,0.4116252516,10.0,0.05,0.0,0.0,2,5
1026,0.069,0.4043182117,10.0,0.02,0.02,0.0,2,5
1027,0.21266666666666667,0.8362066968333334,6.0,0.05000000000000001,0.05000000000000001,0.03333333333333333,0,4
1028,0.20830769230769228,0.8082708923076924,11.0,0.038461538461538464,0.12307692307692308,0.061538461538461535,1,3
1029,0.1625,0.8976911753750001,7.0,0.125,0.0875,0.025,1,2
1030,0.11506250000000001,0.42028854099999996,16.0,0.018750000000000003,0.018750000000000003,0.018750000000000003,1,5
1031,0.10928571428571428,0.5269130711428571,7.0,0.042857142857142864,0.0,0.0,1,2
1032,0.21171428571428572,0.5458488108571429,6.0,0.1285714285714286,0.07142857142857142,0.07142857142857142,1,2
1033,0.19466666666666668,0.7027252913333332,6.0,0.05000000000000001,0.08333333333333333,0.05000000000000001,1,3
1034,0.10010000000000001,0.4904710915,9.0,0.29000000000000004,0.01,0.02,1,3
1035,0.215,0.91264941,7.0,0.2,0.07142857142857142,0.028571428571428574,1,3
1036,0.1008,0.68084825295,20.0,0.12500000000000003,0.05499999999999999,0.015000000000000003,1,1
1037,0.0,0.187444453,5.0,0.24,0.0,0.0,1,2
1039,0.16042857142857142,0.4437760318571429,7.0,0.028571428571428574,0.028571428571428574,0.0,1,2
1040,0.19575,0.7290551315,12.0,0.06666666666666667,0.041666666666666664,0.008333333333333333,2,5
1041,0.1711666666666667,0.7170896516666666,5.0,0.19999999999999998,0.05000000000000001,0.016666666666666666,1,4
1042,0.21266666666666667,0.8568493947777778,9.0,0.03333333333333334,0.044444444444444446,0.011111111111111112,1,2
1043,0.2141666666666667,0.9255021213333334,12.0,0.049999999999999996,0.025000000000000005,0.0,1,3
1044,0.1893846153846154,0.3481239774615385,12.0,0.07692307692307693,0.07692307692307691,0.10000000000000002,2,4
1045,0.23266666666666666,0.7425308476666667,6.0,0.0,0.03333333333333333,0.016666666666666666,1,4
1046,0.1056,0.6713566146,5.0,0.08,0.02,0.02,1,3
1048,0.10714285714285714,0.9305601972857144,7.0,0.14285714285714285,0.014285714285714287,0.014285714285714287,1,1
1049,0.07577777777777778,0.4989421972222222,9.0,0.13333333333333336,0.0,0.0,2,3
1050,0.15214285714285716,0.594902543,7.0,0.028571428571428574,0.08571428571428572,0.042857142857142864,2,3
1051,0.0,0.0219653295,2.0,0.0,0.0,0.0,1,2
1052,0.2195555555555556,0.746363154,9.0,0.1444444444444445,0.07777777777777778,0.06666666666666667,1,3
1053,0.13275,0.796202568125,8.0,0.0125,0.025,0.0,1,2
1054,0.2168571428571429,0.8555667908571429,7.0,0.0,0.05714285714285715,0.028571428571428574,1,4
1055,0.14533333333333334,0.4877288665000001,6.0,0.11666666666666668,0.016666666666666666,0.06666666666666667,0,2
1056,0.1565,0.774601771625,7.0,0.1625,0.0125,0.0,3,2
1057,0.17536363636363636,0.5119797213636365,11.0,0.29090909090909095,0.03636363636363637,0.018181818181818184,3,4
1058,0.17,0.8171358288,5.0,0.06000000000000001,0.06000000000000001,0.02,5,2
1059,0.15686666666666665,0.6677210664666666,15.0,0.03333333333333333,0.06666666666666667,0.020000000000000004,2,4
1060,0.0,0.666916013,1.0,0.0,0.0,0.0,3,1
1061,0.19299999999999998,0.7270783333333334,3.0,0.03333333333333333,0.03333333333333333,0.03333333333333333,8,2
1062,0.14184000000000002,0.75992684436,23.0,0.068,0.04,0.0,1,5
1063,0.10185714285714287,0.47106698142857145,7.0,0.042857142857142864,0.0,0.0,1,4
1064,0.0,0.11332629628571429,7.0,0.15714285714285717,0.0,0.0,1,1
1066,0.06988888888888889,0.7394157664444445,8.0,0.08888888888888889,0.0,0.03333333333333334,1,5
1068,0.22646666666666668,0.6881556816,15.0,0.03333333333333333,0.10666666666666667,0.05333333333333334,1,5
1069,0.13266666666666668,0.6623457906666667,3.0,0.0,0.0,0.0,1,1
1070,0.2816666666666667,0.453405708,3.0,0.0,0.16666666666666666,0.03333333333333333,1,1
1071,0.0,0.04138174666666667,3.0,0.3,0.0,0.0,1,1
1072,0.0,0.47510922424999996,4.0,0.175,0.0,0.0,6,1
1073,0.20299999999999999,0.6990941788333335,6.0,0.03333333333333333,0.016666666666666666,0.016666666666666666,2,5
1074,0.13699999999999998,0.7134940736,5.0,0.04,0.06,0.06,2,1
1075,0.20340000000000003,0.7300409773000001,19.0,0.039999999999999994,0.075,0.02,1,4
1076,0.10049999999999999,0.8270354055000001,6.0,0.16666666666666666,0.03333333333333333,0.0,1,1
1077,0.13025,0.6640583889999999,8.0,0.16249999999999998,0.05,0.025,1,2
1078,0.1565,0.6965483425000001,4.0,0.05,0.0,0.0,1,2
1079,0.13933333333333336,0.7370828987777779,8.0,0.1111111111111111,0.03333333333333333,0.03333333333333333,1,4
1080,0.104375,0.4613205119999999,8.0,0.0625,0.0,0.0,1,1
1081,0.0315,0.5809333553333333,6.0,0.13333333333333333,0.0,0.0,1,2
1082,0.2974,0.9518659709333334,15.0,0.10666666666666667,0.16666666666666666,0.05333333333333333,1,4
1083,0.17577777777777776,0.773056482111111,8.0,0.1,0.022222222222222223,0.0,1,3
1084,0.27175,0.745376367125,8.0,0.09999999999999999,0.12500000000000003,0.037500000000000006,1,1
1085,0.151,0.9661577345,2.0,0.0,0.0,0.0,1,1
1086,0.3058888888888889,0.934638103,9.0,0.044444444444444446,0.08888888888888888,0.0,1,3
1088,0.0,0.43995757324999996,4.0,0.25,0.0,0.0,1,1
1089,0.1795,0.983893484,2.0,0.25,0.0,0.0,1,1
1090,0.240375,0.5333975565000001,8.0,0.2,0.17500000000000002,0.075,1,4
1091,0.19675,0.81362967,16.0,0.04375,0.018750000000000003,0.00625,1,4
1092,0.1078888888888889,0.6194535103333334,8.0,0.25555555555555554,0.022222222222222223,0.011111111111111112,1,1
1093,0.10333333333333332,0.40892654749999996,6.0,0.13333333333333333,0.0,0.0,5,5
1094,0.069,0.5768831421666666,12.0,0.016666666666666666,0.041666666666666664,0.0,5,4
1095,0.16871428571428573,0.8452227908571428,6.0,0.028571428571428574,0.1,0.07142857142857142,1,4
1096,0.17286666666666667,0.7554910661333334,30.0,0.04,0.06666666666666667,0.03666666666666666,2,5
1097,0.07333333333333333,0.28872476522222223,9.0,0.3777777777777778,0.0,0.0,1,1
1098,0.0,0.515308779,2.0,0.0,0.0,0.0,1,1
1099,0.09053846153846154,0.48444010061538473,13.0,0.03076923076923077,0.023076923076923075,0.007692307692307693,1,4
1100,0.082625,0.524639732625,7.0,0.175,0.0125,0.0,1,4
1101,0.21027777777777776,0.8628374007222223,18.0,0.07777777777777778,0.08888888888888889,0.04444444444444444,3,2
1102,0.17562499999999998,0.6805022824999999,8.0,0.075,0.0125,0.0125,2,4
1103,0.106125,0.648517936375,8.0,0.025,0.0,0.0125,1,4
1104,0.09158333333333334,0.47113826025,12.0,0.025000000000000005,0.0,0.0,2,4
1105,0.08749999999999998,0.31578174166666667,6.0,0.05000000000000001,0.0,0.0,2,3
1107,0.17858333333333332,0.84505082675,10.0,0.05000000000000001,0.09999999999999999,0.08333333333333333,1,4
1108,0.21088888888888888,0.7921819405555555,9.0,0.044444444444444446,0.03333333333333334,0.011111111111111112,1,5
1109,0.07625,0.32108967775,3.0,0.07500000000000001,0.0,0.0,1,1
1111,0.095875,0.5630907101250001,7.0,0.3125,0.0,0.0,0,1
1112,0.12455555555555556,0.45325948955555556,9.0,0.21111111111111114,0.0,0.0,1,2
1113,0.2912,0.9683804632000002,5.0,0.02,0.06000000000000001,0.02,2,1
1114,0.13779999999999998,0.6845740219749998,33.0,0.08,0.05,0.017499999999999998,1,4
1115,0.21058333333333332,0.670040946,12.0,0.025000000000000005,0.05000000000000001,0.008333333333333333,1,4
1117,0.18244444444444446,0.7164725032222222,9.0,0.03333333333333334,0.03333333333333334,0.011111111111111112,1,2
1118,0.07028571428571428,0.7905460171428571,7.0,0.028571428571428574,0.0,0.0,2,4
1119,0.05984615384615385,0.6553560093846154,11.0,0.05384615384615384,0.0,0.0,1,3
1120,0.1072,0.64864364865,20.0,0.025,0.05,0.01,2,5
1121,0.1351111111111111,0.5095078231851853,27.0,0.11851851851851852,0.040740740740740744,0.051851851851851864,1,4
1122,0.18744444444444447,0.7068618022222223,9.0,0.05555555555555555,0.06666666666666667,0.022222222222222223,1,3
1123,0.507125,0.993637114875,8.0,0.0125,0.3125,0.125,4,3
1124,0.219,0.8251089002857144,7.0,0.14285714285714285,0.07142857142857142,0.05714285714285715,1,3
1125,0.15023076923076922,0.32310932953846144,13.0,0.061538461538461535,0.10769230769230768,0.03076923076923077,2,1
1126,0.15085714285714283,0.8957991770000001,6.0,0.14285714285714285,0.014285714285714287,0.0,1,4
1127,0.133,0.6743205883076921,13.0,0.0923076923076923,0.038461538461538464,0.02307692307692308,3,2
1128,0.23785714285714285,0.9733828391428572,7.0,0.07142857142857142,0.07142857142857142,0.05714285714285715,6,2
1129,0.1751111111111111,0.4501412742222223,9.0,0.011111111111111112,0.044444444444444446,0.03333333333333334,1,1
1130,0.0,0.74286749225,4.0,0.30000000000000004,0.0,0.0,1,3
1131,0.21114285714285716,0.6901335768571428,7.0,0.07142857142857142,0.07142857142857142,0.014285714285714287,6,2
1132,0.18199999999999997,0.6096955367142858,7.0,0.042857142857142864,0.07142857142857142,0.07142857142857142,2,1
1133,0.3471666666666667,0.8399449165,6.0,0.016666666666666666,0.3,0.15,1,2
1134,0.20241666666666666,0.8872130134999999,11.0,0.09166666666666667,0.049999999999999996,0.008333333333333333,1,3
1135,0.05883333333333333,0.5747843284999999,6.0,0.03333333333333333,0.0,0.0,1,3
1137,0.14775,0.6961478685,4.0,0.075,0.025,0.025,4,2
1138,0.333,0.8575933476666666,6.0,0.16666666666666666,0.21666666666666667,0.06666666666666667,1,2
1140,0.16524999999999998,0.648026316375,8.0,0.025,0.1,0.025,2,1
1141,0.18900000000000003,0.5590178434545454,10.0,0.3909090909090909,0.07272727272727274,0.1272727272727273,0,3
1143,0.16283333333333333,0.4211727926666667,6.0,0.03333333333333333,0.11666666666666665,0.11666666666666665,2,2
1144,0.1671111111111111,0.4806117475555555,9.0,0.30000000000000004,0.07777777777777778,0.06666666666666667,1,1
1146,0.13666666666666666,0.9047567976666667,8.0,0.16666666666666666,0.044444444444444446,0.03333333333333334,1,2
1149,0.11300000000000002,0.6797083706,10.0,0.030000000000000006,0.0,0.0,5,3
1150,0.19624999999999998,0.66736911275,4.0,0.1,0.1,0.07500000000000001,1,1
1151,0.10711428571428572,0.5191275686857143,34.0,0.054285714285714305,0.05142857142857143,0.0,1,4
1155,0.2305,0.786619241,6.0,0.13333333333333333,0.03333333333333333,0.05000000000000001,4,1
1156,0.1409090909090909,0.7366638587272728,9.0,0.045454545454545456,0.045454545454545456,0.009090909090909092,1,5
1157,0.17825,0.7542080545,4.0,0.125,0.0,0.05,1,1
1158,0.24633333333333335,0.7302081013333332,9.0,0.03333333333333334,0.14444444444444443,0.044444444444444446,1,1
1159,0.058555555555555555,0.34141892344444447,9.0,0.16666666666666666,0.0,0.0,1,3
1160,0.4431666666666667,0.7773569103333333,6.0,0.06666666666666667,0.3833333333333333,0.21666666666666667,1,1
1162,0.03575,0.411959658,4.0,0.3,0.0,0.0,1,1
1163,0.3026923076923077,0.8110294435384616,13.0,0.015384615384615385,0.2,0.06923076923076923,5,4
1164,0.284,0.5311295330000001,14.0,0.028571428571428574,0.1285714285714286,0.10000000000000002,5,3
1166,0.193,0.927531302,1.0,0.1,0.0,0.0,1,1
1167,0.0,0.780111551,1.0,0.1,0.0,0.0,1,1
1168,0.1685,0.676675994,6.0,0.23333333333333336,0.03333333333333333,0.016666666666666666,1,1
1170,0.033727272727272724,0.4705513688181819,8.0,0.08181818181818182,0.0,0.0,1,3
1171,0.2555,0.7475692315,4.0,0.35,0.05,0.025,1,1
1172,0.09493333333333334,0.6802924182666668,13.0,0.04666666666666666,0.006666666666666667,0.0,4,2
1173,0.18264285714285713,0.5764624686428572,14.0,0.07142857142857142,0.028571428571428574,0.0,1,4
1174,0.11466666666666667,0.6840274354444446,7.0,0.06666666666666667,0.022222222222222223,0.022222222222222223,1,5
1175,0.11061538461538463,0.5557373096153847,13.0,0.03076923076923077,0.0,0.0,1,5
1176,0.029428571428571425,0.5106548821428573,7.0,0.12857142857142856,0.0,0.08571428571428572,1,3
1181,0.0902857142857143,0.41028717285714283,7.0,0.4,0.04285714285714286,0.042857142857142864,1,2
1182,0.13,0.8008969942499999,14.0,0.15000000000000002,0.049999999999999996,0.00625,1,2
1184,0.1210714285714286,0.44529699714285714,14.0,0.2571428571428571,0.0,0.02142857142857143,1,3
1185,0.09633333333333334,0.32929372944444446,8.0,0.14444444444444446,0.022222222222222223,0.05555555555555555,4,3
1186,0.3054,0.9324929954,5.0,0.18,0.18,0.1,1,1
1190,0.2422857142857143,0.8477000977142858,7.0,0.028571428571428574,0.05714285714285715,0.05714285714285715,2,1
1191,0.2776071428571429,0.8405825428928572,26.0,0.05714285714285715,0.19285714285714287,0.04285714285714286,1,3
1192,0.143125,0.37741746899999995,8.0,0.3,0.0125,0.05,1,2
1194,0.0,0.27057916069999993,10.0,0.26000000000000006,0.0,0.0,1,2
1205,0.09627272727272727,0.7041347211818182,11.0,0.03636363636363637,0.009090909090909092,0.0,5,4
1206,0.1274,0.7263634315,9.0,0.06999999999999999,0.01,0.01,1,2
1208,0.20247058823529412,0.9162620633529412,16.0,0.11764705882352941,0.07058823529411765,0.047058823529411764,1,2
1209,0.2283529411764706,0.9094649951764706,17.0,0.05294117647058823,0.12941176470588237,0.05294117647058823,1,4
1210,0.12813333333333335,0.5739549554666667,15.0,0.013333333333333334,0.08666666666666667,0.11333333333333333,1,1
1222,0.15875,0.43791129624999997,4.0,0.05,0.0,0.0,8,5
1238,0.2023076923076923,0.846763775923077,13.0,0.03076923076923077,0.0923076923076923,0.04615384615384615,1,2
1240,0.24685714285714289,0.5556341392857143,7.0,0.1142857142857143,0.14285714285714285,0.14285714285714285,1,4
