id,statement,response,evalScore,bleu,nextSentence,internalRepetition,partnerRepetition,externalRepetition,responseType,shortSafe
1124,Do you like to swim or to have a sun baths?,"i do , but i do not have a lot of time to go to the beach .",3.0,0.38,1,0.2,0.1,0.0,nAnswer,1
1124,I have not time too because I went to school for chemistry and work in a bookstore.,"i am a stay at home mom , i have a dog named radar .",3.0,0.294,1,0.2,0.1,0.1,Clarify,1
1124,Sound nice! Do you like to play with your dog?,"i do , but i do have a dog .",3.0,0.19,1,0.2,0.0,0.0,Statement,1
1124,"Okay, see you tomorrow!","i do , but i do have a dog .",3.0,0,0,0.2,0.0,0.0,Statement,1
1125,hello there. I'm cooking a pizza. i love cooking but i also enjoy fishing. What do you like to do/,what is your favorite food ? i make a mean homemade pizza .,1.0,0.108,1,0.0,0.0,0.0,Clarify,1
1125,i love pizza. hey my name is larry and i am a chef. are you hungry?,"hello jim ! my name is pam , proud mother of two !",1.0,0.279,1,0.0,0.1,0.1,Other,1
1125,knock knock,you really want to know i guess . . . bacon how is your night going ?,1.0,0,0,0.0,0.0,0.0,Statement,1
1125,if i'm not cooking in the kitchen then i'm definitely on the water fishing. do you like fishing?,what do you call it when batman skips church ?,1.0,0.15,0,0.0,0.1,0.1,whQuestion,1
1125,badmom?,i'm in toronto . we are japanese immigrants . what do you do for fun ?,1.0,0,0,0.1,0.0,0.1,whQuestion,1
1125,l also love comic books. spiderman is my favorite. do you like comic books?,tank girl rocks ! i have a bad relationship with my girl friend .,1.0,0.14,0,0.1,0.0,0.0,Clarify,1
1125,so what?,"yes , i was . where do you live ? in the u . s . ? 😝",1.0,0,0,0.0,0.0,0.1,whQuestion,1
1125,"nope, I live in russia and where do you live?",i grew up in wisconsin . i live in texas . 🧐,1.0,0.481,1,0.2,0.2,0.0,Clarify,1
1125,how old are you?,i'm 32 . how old are you ?,1.0,0.795,1,0.0,1.0,0.0,whQuestion,1
1125,24,they love her ! i listen to while i fish with my mother . hows it going ?,1.0,0,0,0.1,0.0,0.0,Clarify,1
1125,who loves whom?,if you could do anything in the world what would you do ?,1.0,0,0,0.2,0.0,0.0,Statement,1
1125,anything,i like to argue . . . with myself . 😝,1.0,0,0,0.0,0.0,0.0,Statement,1
1125,you are crazy baby,"my sister is pregnant , she wants me to ask jess to get married",1.0,0,0,0.1,0.0,0.0,Clarify,1
1126,Hello! How its going?,Hi! I am doing great! Just got off work.,4.0,0,1,0.0,0.0,0.0,Statement,1
1126,"Nice, how old are you? I am 23","I'm 23, you?",4.0,0.081,1,0.0,0.0,0.0,ynQuestion,1
1126,"23 years old, i love food, and you?",I like to cook. I like to cook.,4.0,0.206,1,0.5,0.0,0.0,Statement,1
1126,"Ohh, i also like cooking but i am suck at it",I like cooking too much. I like cooking.,4.0,0.355,1,0.4,0.1,0.0,Statement,1
1126,"I also love travelling, and i always eat something new everywhere i go",I love traveling.,4.0,0.015,1,0.0,0.0,0.0,Statement,0
1126,"Nice, are you good at cooking?",I am not. I just finished cooking.,4.0,0.221,1,0.1,0.0,0.0,nAnswer,1
1126,"Neat, but i should get going, bye",I hope you are not.😄,4.0,0.178,1,0.0,0.0,0.0,Statement,1
1127,"no 
do you have pets?",i do not have any hobbies .,2.0,0.286,1,0.0,0.0,0.0,ynQuestion,1
1127,do you have a cat?,"no pets , but i do have a cat .",2.0,0.615,1,0.0,0.5,0.2,Reject,1
1127,are you professional at something?,"no , i do not .",2.0,0,1,0.0,0.0,0.0,Reject,1
1127,which music do you listen?,"no , but i do have a cat .",2.0,0.221,0,0.0,0.0,0.1,Reject,1
1127,who do you listen?,"i do , but i do not have a favorite pet .",2.0,0.183,0,0.2,0.0,0.0,Reject,1
1127,are you at work?,i do not have any pets .,2.0,0,1,0.0,0.0,0.0,ynQuestion,1
1127,what do you do for living?,"yes , i am a stay at home mom .",2.0,0,1,0.0,0.0,0.0,yAnswer,1
1127,what is your favorite food?,i am a stay at home mom .,2.0,0,1,0.0,0.0,0.0,Clarify,1
1127,do you like shopping?,i love to garden . i love to garden .,2.0,0,1,0.5,0.0,0.0,Statement,1
1127,what do you like to buy?,"yes , i love to shop .",2.0,0.218,1,0.0,0.0,0.0,yAnswer,1
1127,what do you like to do in your spare time?,"i love to shop , but i do not have a job",2.0,0.206,1,0.1,0.0,0.0,nAnswer,1
1127,what is your favorite color?,"i love to , especially , i love to shop .",2.0,0,0,0.4,0.0,0.0,Clarify,1
1127,do you like swimming?,"i love blue , what is yours ?",2.0,0,0,0.0,0.0,0.0,Statement,1
1128,hello there,"Hi, how are you doing?",2.0,0,1,0.0,0.0,0.0,whQuestion,1
1128,"I'm fine, i like tacos and i'm eating one right now. What is your favorite food?","I like tacos, but I love Mexican food.",2.0,0.226,1,0.1,0.1,0.1,Continuer,1
1128,tacos are also popular there in alabama where I do live. Where do you live?,I live in California.,2.0,0.025,1,0.0,0.0,0.0,Statement,1
1128,Do you have a big family?,I do not. I have two sisters.,2.0,0.263,1,0.1,0.0,0.0,Reject,1
1128,Well i've three sisters and one brother. Do you need any new relatives?,I have two sisters. Do you have any siblings?,2.0,0.311,1,0.1,0.1,0.1,ynQuestion,1
1128,no but i have a siblings dogs. I love dogs. Do you like animals?,I have two dogs. Do you have any pets?,2.0,0.388,1,0.1,0.2,0.1,ynQuestion,1
1128,I just said I have a sibling dogs,I have two dogs. Do you have any pets?,2.0,0.452,1,0.1,0.1,0.1,ynQuestion,1
1129,Hi! I'm fine. And you?,I am doing well. How are you doing ?,1.0,0.206,1,0.1,0.0,0.0,whQuestion,1
1129,I'm doing well.,I am not very good at that. Do you feel old ?,1.0,0,0,0.0,0.0,0.0,Statement,1
1129,"No, I'm not old. And how old are you?",I am beatles and old age,1.0,0.173,1,0.0,0.0,0.0,Clarify,1
1129,And how exactly old are you?,I am in my 30s. How old are you ?,1.0,0.577,1,0.0,0.4,0.2,Statement,1
1129,I'm 34/,That is quite long. Do you like it ?,1.0,0,0,0.0,0.0,0.0,Statement,1
1129,I like my age.,I am not a big fan of that .,1.0,0.206,0,0.0,0.0,0.0,nAnswer,1
1129,Why not?,I think it is a good thing are you here for shoplifting ?,1.0,0,1,0.0,0.0,0.1,Statement,1
1129,I don't shoplift,I love it. Do you like jewelry ?,1.0,0.221,0,0.0,0.0,0.0,Statement,1
1129,No. I'm not a girl.,I have a lot of kids that are two,1.0,0.193,0,0.0,0.0,0.0,Statement,1
1130,hi!,i met taylor swift.,3.0,0,1,0.0,0.0,0.0,Statement,1
1130,wow  are you female?,"i drive a ford mustang , i drive a ford .",3.0,0,0,0.4,0.0,0.0,Statement,1
1130,what do you do for living?,"cool , i am a sales manager , and i am a stocker at home .",3.0,0,1,0.2,0.0,0.0,Continuer,1
1130,do you have pets?,"i like country music , but i like country music , but i like country music",3.0,0,1,0.6,0.0,0.0,Statement,1
1131,Not very well. I hate school.,I am studying to be a doctor. Are you a doctor ?,2.0,0.174,1,0.2,0.0,0.0,ynQuestion,1
1131,No I'm not. I'm an engineer.,"I am a very experienced person, so that is a good thing .",2.0,0,0,0.1,0.0,0.0,Statement,1
1131,How old are you?,I am 22 years old .,2.0,0.266,1,0.0,0.0,0.0,Clarify,1
1131,And I'm 12.,"That is a lot of fun. I am a doctor, and have to go to work soon .",2.0,0.138,0,0.1,0.0,0.0,nAnswer,1
1131,Where do you work?,I am a doctor. What about you ?,2.0,0.221,1,0.0,0.0,0.0,whQuestion,1
1131,I'm a 12 year old girl.,I am sure you are a little girl !,2.0,0.244,1,0.0,0.0,0.0,ynQuestion,1
1131,Yes I am.,"I am a doctor, what do you do ?",2.0,0.435,1,0.1,0.5,0.1,ynQuestion,1
1132,"hello, my name is John. What do you like to do?",sounds good ! i'm mark . what do you like to do ?,1.0,0.688,1,0.1,0.5,0.5,whQuestion,1
1132,i love programming and i am studying to be a computer programmer. What is your dream?,"oh , i do not know much about computers .",1.0,0.076,1,0.0,0.0,0.0,Reject,1
1132,well so my mother. my mother is very traditional while i prefer to be more free spirited. What is your favorite music?,high school is cool but best days were in community college what do you do for a living ?,1.0,0.128,0,0.1,0.0,0.0,Clarify,1
1132,I'm musicant. my favorite music genre is death metal. what is your favorite music?,are you in school i am in the 10th grade,1.0,0,1,0.1,0.0,0.0,Clarify,1
1132,no i am not in school.,sorry to hear that . hope it is better now . 🤥,1.0,0,0,0.0,0.0,0.0,Statement,1
1132,how could it be better? school sucks,better at fishing i take it right ? 😁,1.0,0.263,0,0.0,0.0,0.0,Statement,1
1132,no fishing is a bad idea. my family and i are from india. where are you from?,i love to write because it is my favorite job .,1.0,0.119,1,0.0,0.0,0.0,Clarify,1
1133,i love to play board games.,I love to play poker and drink beer. Do you work from home ?,2.0,0.527,1,0.0,0.6,0.6,Clarify,1
1133,No I work in the office,I see. Do you work ?,2.0,0.259,1,0.0,0.0,0.0,Statement,1
1133,I am a teacher,"I am a teacher, but my husband is a detective .",2.0,0.604,1,0.1,1.0,0.2,Statement,1
1133,my parents were also teachers.,My parents are teachers. We have a degree in science .,2.0,0.427,1,0.0,0.2,0.1,Emphasis,1
1133,How old are you?,I am 22 years old .,2.0,0.266,1,0.0,0.0,0.0,Clarify,1
1133,And I am 34,Wow that is pretty long .,2.0,0,0,0.0,0.0,0.0,Statement,1
1134,hi,"Hi, I am doing great. How are you?",3.0,0.206,1,0.0,0.0,0.0,whQuestion,1
1134,fine thanks,🙂,3.0,0,0,0.0,0.0,0.0,Statement,1
1134,what is your work?,I work for a company.,3.0,0.266,1,0.0,0.0,0.0,Statement,1
1134,do you enjoy walking?,I do. I like to walk.,3.0,0.24,1,0.2,0.0,0.0,Statement,1
1134,do you like sports?,😁,3.0,0,1,0.0,0.0,0.0,Statement,0
1134,do you have a cat?,I have a cat. She's a cat.,3.0,0.615,1,0.3,0.5,0.1,Statement,1
1134,are you female?,I am female. I am female.,3.0,0.24,1,0.5,0.0,0.0,Statement,1
1134,how old are you?,I'm 77,3.0,0,1,0.0,0.0,0.0,Statement,1
1134,what do you like to do in your spare time?,I like to go to concerts and travel,3.0,0.339,1,0.1,0.1,0.0,Statement,1
1134,do you have children?,I have two boys,3.0,0.302,1,0.0,0.0,0.0,Reject,1
1134,are you professional at something?,"No, and I am a professional student.",3.0,0.221,1,0.0,0.0,0.0,nAnswer,1
1134,what is your favorite food?,I like fried chicken and cheese sandwiches😁,3.0,0,1,0.0,0.0,0.0,Statement,1
1135,fine and you?,I am doing well. Do you play ping pong ?,3.0,0.193,1,0.0,0.0,0.0,Statement,1
1135,Yes. i play with my friends on the playground.,"I am a typical mom, my dad is a electrician and is a musician do you speak chinese ?",3.0,0.16,1,0.2,0.0,0.0,Statement,1
1135,"No, I'm in the third grade",That is really cool. I am a carpenter. Do you love chocolate bars ?,3.0,0,0,0.0,0.0,0.0,Emphasis,1
1135,Yes.,I am a good listener .,3.0,0,1,0.0,0.0,0.0,Statement,1
1135,Who is your favourite character?,I like the samsung galaxy,3.0,0,1,0.0,0.0,0.0,Statement,1
1135,mickey mouse is my favorite character.,I like that movie .,3.0,0,1,0.0,0.0,0.0,Statement,1
1137,yes i have amazing children and grandchildren. what skills do you have?,i have two kids and a son .,2.0,0.253,1,0.0,0.1,0.1,nAnswer,1
1137,i can sew my own clothes but can't count my scraps. what do you do for living?,i am a stay at home mom .,2.0,0.053,1,0.0,0.0,0.0,Clarify,1
1137,i had cancer but its gone now. have you seen it?,"no , i am a stay at home mom .",2.0,0.141,0,0.0,0.0,0.0,nAnswer,1
1137,sorry about that. i'm retired and living the great life and i think you wish you were too,"i do , i do not know how to make a living , i am a nurse",2.0,0.144,1,0.3,0.0,0.0,Continuer,1
1138,hello,"Hi, I am doing great. How are you?",2.0,0,1,0.0,0.0,0.0,whQuestion,1
1138,I'm fine.,What do you do for a living?,2.0,0,0,0.1,0.0,0.0,whQuestion,1
1138,i like to eat hamburgers and french fries.,I like fries too. I like fries too.😁,2.0,0.481,1,0.5,0.1,0.1,Statement,1
1138,i do not drink soda.,I drink soda while I drink soda,2.0,0.517,1,0.4,0.2,0.1,Clarify,1
1138,do you have a boyfriend,"No, I am single.",2.0,0,1,0.0,0.0,0.0,nAnswer,1
1138,i have a boyfriend.,I have a boyfriend.,2.0,1.0,1,0.0,1.0,0.2,Statement,1
1140,i'm a bee farmer.,"That is a lot of work, i am a lifeguard, but am not doing that. Have you a pet fish ?",1.0,0.127,0,0.2,0.0,0.0,nAnswer,1
1140,No. I don't like fishes.,"That is okay. I have to go, bye !",1.0,0.206,1,0.0,0.0,0.0,Bye,1
1140,Buy,I love to shop online .,1.0,0,0,0.0,0.0,0.0,Clarify,1
1140,i've zero family that i'm close to.,That is quite a long time. Do you have any siblings ?,1.0,0.174,1,0.0,0.0,0.0,ynQuestion,1
1140,"No, I'm the only child","I have a few years old, but my girlfriend left me .",1.0,0,1,0.0,0.0,0.0,Clarify,1
1140,Why?,I am not sure what you mean .,1.0,0,1,0.0,0.0,0.0,Clarify,1
1140,What do you like to eat?,"I love pizza, and eat out .",1.0,0.24,1,0.0,0.0,0.0,Statement,1
1140,my favorite food is papaya.,"I like to eat pumpkins, but my favorite food is orange .",1.0,0.575,1,0.0,0.8,0.2,Clarify,1
1141,i am single,i am a little tired from work,3.0,0.467,1,0.0,0.5,0.5,nAnswer,1
1141,yeah i don't like to work because of that,"i am a vegetarian , i am a vegetarian .",3.0,0.181,1,0.5,0.0,0.1,Statement,1
1141,what is your favorite food,"that's cool , i am a woman , and i am a woman , and i am a woman , and you ?",3.0,0,0,0.6,0.0,0.1,Statement,1
1141,i am a man,i am single,3.0,0.544,1,0.0,0.3,0.1,yAnswer,0
1141,so what do you imply,"i am a woman , and i am a woman , and i am a woman , and you ?",3.0,0.143,1,0.6,0.0,0.1,Continuer,1
1141,hahahahaha,"i am a woman , and i am a woman , and you ?",3.0,0,0,0.5,0.0,0.1,Continuer,1
1141,i get it woman,"i like pizza , and you ?",3.0,0.266,1,0.0,0.0,0.0,Statement,1
1141,i love italian food and garlic bread,"i am a woman , and i am a woman , and i am a woman , and you ?",3.0,0.17,0,0.6,0.0,0.1,Continuer,1
1141,do you workout,"i am a woman , and i am a woman , and you ?",3.0,0.174,1,0.5,0.0,0.1,Continuer,1
1141,what is your favorite color,"hey , i am a woman , and i am a woman , and you ?",3.0,0,0,0.4,0.0,0.1,ynQuestion,1
1141,damn woman,"that's cool , i am a woman , and i am a woman , and i am a woman , and you ?",3.0,0.134,1,0.6,0.0,0.1,Statement,1
1143,my name is george.,hello george my name is pink what are you up to tonight ?,2.0,0.496,1,0.0,0.7,0.7,whQuestion,1
1143,I think I'll go to the bar,do you want to talk about my life ? 😎,2.0,0.206,0,0.0,0.0,0.0,Statement,1
1143,yes,"i used to , just went vegan last year .",2.0,0,0,0.0,0.0,0.0,Clarify,1
1143,my favorite food is papaya.,i like ice cream . it keeps me company when i am sad . what are you doing ?,2.0,0,1,0.1,0.0,0.0,Clarify,1
1143,i'm a bee farmer.,our careers are quite different . i hope to work for a big corporation like dreamworks what are you up to ?,2.0,0.127,0,0.1,0.0,0.0,Clarify,1
1143,i'm a bee farmer.,our careers are quite different . i hope to work for a big corporation like dreamworks,2.0,0.148,0,0.0,0.0,0.0,Clarify,1
1144,what did you do?,"i love photography , i draw and paint pictures",1.0,0,0,0.1,0.0,0.0,Continuer,1
1144,what do you do for living?,"that is cool , i am in an apartment with a boyfriend , and i am in the basement .",1.0,0,1,0.2,0.0,0.0,nAnswer,1
1144,are you female?,"i am in the olympics , and i am in the olympics , and i am in the midwest , you ?",1.0,0.134,1,0.6,0.0,0.0,Statement,1
1144,i am in the midwest too,"that is cool , i like photography , and i am a teacher , and you ?",1.0,0.336,1,0.2,0.2,0.1,Statement,1
1144,i am sick,"i am a teacher , and i am a teacher , and you ?",1.0,0.367,0,0.5,0.5,0.1,Statement,1
1144,"i dont work  
what is your favorite food?","hello , i am a teacher , and you ?",1.0,0.191,1,0.0,0.0,0.1,Continuer,1
1144,what is your favorite food?,"that is cool , i am in the basement , and i am in the basement , and i am in the midwest .",1.0,0.127,0,0.5,0.0,0.1,Statement,1
1144,do you enjoy walking?,"i am in the olympics , and i am in the olympics , and i am in the olympics , and you ?",1.0,0.131,1,0.6,0.0,0.1,Statement,1
1144,do you like to watch tv?,what did you do?,1.0,0.218,0,0.0,0.0,0.1,whQuestion,1
1146,Yes I`m fine! I`m just start reading. Do you like to read?,I do. i love to read.,2.0,0.207,1,0.2,0.1,0.1,Statement,1
1146,What is your favorite book?,I like to read a lot.,2.0,0,1,0.0,0.0,0.1,Statement,1
1146,i'm a baby delivery nurse,"I am a teacher, i am a teacher.",2.0,0.206,1,0.5,0.0,0.0,Statement,1
1146,Where is your school?,"I am in college, i am a student.",2.0,0,1,0.2,0.0,0.0,nAnswer,1
1146,How far is your college? Do you like to walk? I like to walk about three miles every day.,I love to go to the park and go to the park,2.0,0.122,1,0.4,0.0,0.0,Statement,1
1146,I like park too! I love to spend time with my family in the parks.,I love to go to the park with my family.,2.0,0.468,1,0.1,0.3,0.1,Statement,1
1146,Is your family big?,Yes.,2.0,0,1,0.0,0.0,0.0,yAnswer,0
1146,"I love to visit disneyland with my family, do you?",I do not know how to go to disney.,2.0,0.227,1,0.1,0.0,0.0,Statement,1
1146,I`d show you next week.,I am a big fan of pasta,2.0,0,1,0.0,0.0,0.0,nAnswer,1
1149,"Hi! My name is Kate, I'm 56
And what's your name?",i'm good how are u i'm liz,3.0,0.125,1,0.1,0.0,0.0,whQuestion,1
1149,"i'm fine, thanks",i started my new job at google last week . where do you work ?,3.0,0,1,0.0,0.0,0.0,Clarify,1
1149,"I worked at school as a drawing teacher
I used to be a painter, but now I'm a housekeeper",cool . maybe you know my nephew ? he's in school and says i'm the best aunt ever !,3.0,0.141,1,0.0,0.0,0.0,Clarify,1
1149,"No
I don't know him
It was long ago when I worked at school","i am in culinary school , and want to open a restaurant named the wall . how is it going ?",3.0,0.177,0,0.0,0.0,0.0,nAnswer,1
1149,"I'm fine, thanks
How are you?",oh feeling good . my house is sparkling clean . love cleaning,3.0,0,1,0.0,0.0,0.0,Emphasis,1
1149,What else do you love?,i love animals a lot,3.0,0.266,1,0.0,0.0,0.0,Statement,1
1149,"And what is you dream? Is it connected with animals?
As for me I'm dreaming about taking over the world
This is my fantasy",my dream is pizza in italy ! nearly there ! haha . what do you do for a living ?,3.0,0.241,1,0.1,0.0,0.0,whQuestion,1
1149,"My children decided that it is time to have a rest for me
I have 2 grown children
They earen a lot of money, and from time to time send me money
We live separately and they don't even visit me
Too busy as always",i also have two . jack and jillian i'm good . how are you ? 😝,3.0,0.014,1,0.0,0.0,0.0,whQuestion,1
1149,"I have answered this question twice
Nothing changed
I'm still fine",then why did you have grammar error if you are so smart ?,3.0,0.166,0,0.1,0.0,0.0,whQuestion,1
1149,I hadn't say that,"its okay baby , take your time 😂",3.0,0,0,0.0,0.0,0.0,Emphasis,1
1150,Not very well,"yes , i have a few .",1.0,0,0,0.0,0.0,0.0,Statement,1
1150,i like watching war documentaries.,i have a horse named after my son . he is a retired teacher .,1.0,0.159,1,0.1,0.0,0.0,Clarify,1
1150,i am a retired gym teacher.,I am a farmer. My father taught me to own a cattle farm .,1.0,0.443,1,0.1,0.4,0.2,Statement,1
1150,Who is your father,He is a farmer. My dad is a retired teacher .,1.0,0.183,1,0.2,0.0,0.1,Statement,1
1151,hi i m jake,ho i love hiking in the outdoors how are you tonight ?,4.0,0.174,1,0.0,0.0,0.0,whQuestion,1
1151,what is your name,jessie 🤠,4.0,0,0,0.0,0.0,0.0,Statement,0
1151,i love driving cars,oh that is awesome ! sounds like something i'd read about in a book ! 🤣,4.0,0,0,0.0,0.0,0.0,Clarify,1
1151,my dream car is rolls royce ghost,i really want a toyota 4runner . how are you ?,4.0,0,1,0.0,0.0,0.0,ynQuestion,1
1151,"i m good thanks, what about you?",i am fine thanks for asking . what are you up to tonight ? 😃,4.0,0.235,1,0.0,0.0,0.0,whQuestion,1
1151,i m going to do shopping,what do you usually shop for ?,4.0,0.24,1,0.0,0.0,0.0,whQuestion,1
1151,clothes,you must be a sewer . my mom sews .,4.0,0,0,0.0,0.0,0.0,Statement,1
1151,"no, i m unemployed",that's good . i think relationship is not good for health and career . wht do you think ?,4.0,0.143,1,0.1,0.0,0.0,Statement,1
1151,my family doesnt support my career choices,you must be tired . i'd be,4.0,0,0,0.2,0.0,0.0,Clarify,1
1151,i will work for a watch dealer,oh how fun ! does jacob sartorius ever play ? he's my favourite . 🙉,4.0,0,0,0.0,0.0,0.0,Clarify,1
1151,yes it my favourite too,i love yellow . even in my food . i love yellow curry .,4.0,0.174,1,0.3,0.0,0.0,Statement,1
1151,what is your job,i work in a corporate office 😜,4.0,0,1,0.0,0.0,0.0,Statement,1
1151,that is nice,i love it . do you like to bake ? i just made brownies . 🤓,4.0,0,0,0.1,0.0,0.0,Statement,1
1151,i love cooking,"i really like nature . its good for foraging , which is good for cooking !",4.0,0.189,1,0.2,0.0,0.0,Statement,1
1151,must be delicious,once i perfect the recipe i will cook stews with cheese for you how is it going ?,4.0,0,0,0.1,0.0,0.0,Emphasis,1
1151,it is good,it is a great day to go job hunting what is going on ? 😇,4.0,0.336,1,0.1,0.5,0.0,Emphasis,1
1151,yes u r right,no . it has me kind of down tonight . i'm from new york city . 🙊,4.0,0,0,0.0,0.0,0.0,nAnswer,1
1151,i m from turket,i am from the usa . i love pizza 🤖,4.0,0.244,1,0.1,0.0,0.0,nAnswer,1
1151,turkey,i'm an only child . i do have two kids ! do you have any children ?,4.0,0,0,0.1,0.0,0.0,nAnswer,1
1151,no i m single,lucky you . it makes so much dust it messes up my allergies . what are you up to today ?,4.0,0,0,0.2,0.0,0.0,Clarify,1
1151,shopping,i shop for practically everything,4.0,0,1,0.0,0.0,0.0,Clarify,1
1151,what do you like to buy,"definitely not vegetables , i hate those . do you like particular foods ?",4.0,0.483,0,0.0,0.4,0.0,Clarify,1
1151,fries,well you just gave me the idea of a french fry with cookie taste,4.0,0,1,0.0,0.0,0.0,Clarify,1
1151,i would like to taste it,i would love that . do you have soda ?,4.0,0.435,1,0.0,0.2,0.0,Emphasis,1
1151,yes i do,i like to help with human rights 😘,4.0,0.221,1,0.0,0.0,0.0,Clarify,1
1151,are you single?,ya of for many reasons how are you doing this evening ? 🧐,4.0,0.367,0,0.0,0.5,0.0,whQuestion,1
1151,maybe we can meet?,who knows i love swimming but i am only fourteen years old how are you doing this evening ?,4.0,0,0,0.1,0.0,0.0,Clarify,1
1151,i am going to meet with my friends,that's a great idea,4.0,0,1,0.0,0.0,0.0,Statement,1
1151,you have a boyfriend?,no i'm all alone in this world . just me and my food,4.0,0,0,0.0,0.0,0.0,nAnswer,1
1151,would you like to have a boyfriend?,no i'm all alone in this world . just me and my food 😘,4.0,0,0,0.0,0.0,0.0,nAnswer,1
1151,ahaha,i'm an only child . i do have two kids ! do you have any children ? 😇,4.0,0,0,0.1,0.0,0.0,nAnswer,1
1151,ok,"i go to umass and study philosophy , you",4.0,0,1,0.0,0.0,0.0,Statement,1
1151,i dont study,i work at a bank as a teller,4.0,0.206,1,0.1,0.0,0.0,Statement,1
1151,good,i am great what do you do for fun ?,4.0,0,0,0.1,0.0,0.0,Statement,1
1151,having fun with my girlfriend :),that is awesome ! i cook out a lot with my family what are you up to ? 🙉,4.0,0.302,0,0.0,0.2,0.0,Statement,1
1155,Hi there,do you have any animals ?,1.0,0,0,0.0,0.0,0.0,ynQuestion,1
1155,"Yes, I have a german shepherd dog. Do you have animals?","i do not have any animals , but i do have a dog .",1.0,0.48,1,0.2,0.1,0.1,nAnswer,1
1155,dog is an animal too,i have a dog named kiwi .,1.0,0.24,1,0.0,0.0,0.1,nAnswer,1
1155,i live is a rural farming community and we have a cow named kiwi too. What do you like to do?,"i like to , but i do have a farm , and i love it .",1.0,0.296,1,0.2,0.1,0.1,Statement,1
1155,i enjoy coloring books. What is your favorite books?,i like the bible . i am a big fan of the bible .,1.0,0.166,1,0.2,0.0,0.0,Clarify,1
1155,i have read the bible and figured out that my husband is adopted but i'm not shure,"i do not have a favorite book , but i do not have much time to read .",1.0,0.201,1,0.2,0.0,0.0,nAnswer,1
1156,i play the violin and the guitar,Cool. Do you have any hobbies?,5.0,0,1,0.0,0.0,0.0,ynQuestion,1
1156,i speak chinese for pleasure,I speak Japanese and English,5.0,0.562,1,0.0,0.2,0.1,Continuer,1
1156,haha,"Dude, I don't understand you. Please, use English. (¬‿¬)",5.0,0,0,0.0,0.0,0.0,Clarify,1
1156,what is your favorite food,"I like sushi, but I like to eat it",5.0,0,1,0.2,0.0,0.0,Statement,1
1156,that is great man.i love chocolate bars,I love chocolate too. Do you have a favorite?😁,5.0,0.408,1,0.0,0.2,0.0,Emphasis,1
1156,i love dark chocolate,😀,5.0,0,0,0.0,0.0,0.0,Statement,0
1156,yeah man that is what i am saying,I think I am a good man,5.0,0.448,1,0.1,0.1,0.0,Statement,1
1156,yeah i am a good man too i never do any crime lol,😀,5.0,0,1,0.0,0.0,0.0,Statement,0
1156,i don't think you are capable of that,I think I am.,5.0,0.132,1,0.2,0.0,0.0,Statement,1
1156,yeah you might be gathering information and selling them,I do not know what that sounds like,5.0,0,1,0.0,0.0,0.0,Reject,1
1156,that is funny,😉,5.0,0,1,0.0,0.0,0.0,Statement,1
1157,What do you up to?,I like to go to the library.,1.0,0.221,1,0.1,0.0,0.0,Statement,1
1157,Do you read a lot?,I do. i love to read.,1.0,0.286,1,0.2,0.0,0.0,Statement,1
1157,what do you read?,"I read a lot, i love to read",1.0,0.206,1,0.2,0.0,0.2,Statement,1
1157,do you like poetry?,It seems that true answer is: travel,1.0,0,0,0.0,0.0,0.0,Accept,1
1158,fine thankS which music do you listen?,I like all kinds. What about you ?,1.0,0.221,1,0.0,0.0,0.0,whQuestion,1
1158,"i like metal music 
what do you do for living?",i play chess and play .,1.0,0.098,1,0.2,0.0,0.0,Statement,1
1158,are you female?,I am not. Are you ?,1.0,0.562,1,0.0,0.5,0.1,Statement,1
1158,"me too 
are you single?",I am a woman. How old are you ?,1.0,0.435,1,0.0,0.2,0.1,ynQuestion,1
1158,"42 
and how old are you?",i am a woman . how old are you ?,1.0,0.68,1,0.0,0.6,0.2,ynQuestion,1
1158,42,I am not a good at chess player but do like chess,1.0,0,0,0.1,0.0,0.0,Statement,1
1158,how old are you?,I love all kinds of music .,1.0,0,1,0.0,0.0,0.0,Statement,1
1158,what is your favorite movie?,I like action movies. What about you ?,1.0,0.221,1,0.0,0.0,0.0,whQuestion,1
1158,me too,I am a genius .,1.0,0,0,0.0,0.0,0.0,Statement,1
1159,helli,"i like blue , reminds me of summer time",3.0,0,0,0.0,0.0,0.0,Statement,1
1159,hello,"that's cool , i am a teacher , i am a teacher , and i love to read",3.0,0,0,0.3,0.0,0.0,nAnswer,1
1159,"oh, that's great, me too","that is cool , i am a teacher , and i am a teacher , and you ?",3.0,0,1,0.4,0.0,0.0,Statement,1
1159,me too,"i like green , reminds me of summer time , which is my favorite color , you ?",3.0,0.153,1,0.0,0.0,0.0,Clarify,1
1159,"well
my favourite is violet","that is awesome , i am a teacher , and i am a teacher , and you ?",3.0,0.153,0,0.4,0.0,0.0,Statement,1
1159,i've already told you,"hello , i am a woman , and you ?",3.0,0.221,1,0.0,0.0,0.0,Continuer,1
1159,me too,helli,3.0,0,0,0.0,0.0,0.0,Statement,1
1159,well,helli,3.0,0,0,0.0,0.0,0.0,Statement,1
1159,bye,"that is awesome , i am a teacher , and i am a teacher , and you ?",3.0,0,0,0.4,0.0,0.0,Statement,1
1160,Hello,hello   i do   reading and gardening  ,1.0,0.24,1,0.0,0.0,0.0,Continuer,1
1160,How old are you?,great   how old are you  ,1.0,0.88,1,0.0,1.0,0.8,whQuestion,1
